Xã/Phường,Quận/Huyện,Tỉnh/Thành phố,Chủ đầu tư,Tên dự án,Phân loại,Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Mặt tiền,Hướng nhà,Hướng ban công,Thông tin khác,Lịch sử giá,Khoảng giá
Xã Thanh Lâm,Mê Linh,Hà Nội,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,HUD Me Linh Central,"Nhà biệt thự, liền kề tại HUD Me Linh Central",105 m²,9 tỷ,Không có thông tin,Không có thông tin,Hợp đồng mua bán,Không nội thất,5 m,Đông - Nam,Đông - Nam,Đường vào: 165 m; Số tầng: 4 tầng,"Giá T10/22: 56,7 tr/m²; Giá T11/22: 56 tr/m²; Giá T12/22: 54,3 tr/m²; Giá T1/23: 54 tr/m²; Giá T2/23: 57,6 tr/m²; Giá T3/23: 53,9 tr/m²; Giá T4/23: 58,6 tr/m²; Giá T5/23: 48,1 tr/m²; Giá T6/23: 44,9 tr/m²; Giá T7/23: 44,4 tr/m²; Giá T8/23: 45,5 tr/m²; Giá T9/23: 45,2 tr/m²; Giá T10/23: 49,5 tr/m²; Giá T11/23: 46,3 tr/m²; Giá T12/23: 48,1 tr/m²; Giá T1/24: 50,1 tr/m²; Giá T2/24: 48,9 tr/m²; Giá T3/24: 50 tr/m²; Giá T4/24: 57,2 tr/m²; Giá T5/24: 55,8 tr/m²; Giá T6/24: 53,2 tr/m²; Giá T7/24: 58,8 tr/m²; Giá T8/24: 61,2 tr/m²; Giá T9/24: 60,8 tr/m²; Giá T10/24: 61,9 tr/m²;  ","42,7 62,8; 47,7 62,4; 42,3 60,5; 48 62,2; 51,9 61,5; 49,8 64; 52 78,8; 37,4 59,6; 32,8 53,9; 36 56,2; 36,2 57,7; 36,5 52,8; 37 57,5; 36,7 57,7; 40 57,1; 38,3 63,4; 37,5 59,6; 40 63,7; 44,2 65,4; 44,5 67,9; 43,2 67,9; 45,1 76,9; 47,8 72,3; 47,8 78,4; 48,3 78,4"
Xã Thanh Lâm,Mê Linh,Hà Nội,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,HUD Me Linh Central,"Nhà biệt thự, liền kề tại HUD Me Linh Central",306 m²,22 tỷ,4 phòng,3 phòng,Hợp đồng mua bán,Không nội thất,15 m,Đông - Bắc,Đông - Bắc,"Đường vào: 16,5 m; Số tầng: 3 tầng","Giá T10/22: 56,7 tr/m²; Giá T11/22: 56 tr/m²; Giá T12/22: 54,3 tr/m²; Giá T1/23: 54 tr/m²; Giá T2/23: 57,6 tr/m²; Giá T3/23: 53,9 tr/m²; Giá T4/23: 58,6 tr/m²; Giá T5/23: 48,1 tr/m²; Giá T6/23: 44,9 tr/m²; Giá T7/23: 44,4 tr/m²; Giá T8/23: 45,5 tr/m²; Giá T9/23: 45,2 tr/m²; Giá T10/23: 49,5 tr/m²; Giá T11/23: 46,3 tr/m²; Giá T12/23: 48,1 tr/m²; Giá T1/24: 50,1 tr/m²; Giá T2/24: 48,9 tr/m²; Giá T3/24: 50 tr/m²; Giá T4/24: 57,2 tr/m²; Giá T5/24: 55,8 tr/m²; Giá T6/24: 53,2 tr/m²; Giá T7/24: 58,8 tr/m²; Giá T8/24: 61,2 tr/m²; Giá T9/24: 60,8 tr/m²; Giá T10/24: 61,9 tr/m²;  ","42,7 62,8; 47,7 62,4; 42,3 60,5; 48 62,2; 51,9 61,5; 49,8 64; 52 78,8; 37,4 59,6; 32,8 53,9; 36 56,2; 36,2 57,7; 36,5 52,8; 37 57,5; 36,7 57,7; 40 57,1; 38,3 63,4; 37,5 59,6; 40 63,7; 44,2 65,4; 44,5 67,9; 43,2 67,9; 45,1 76,9; 47,8 72,3; 47,8 78,4; 48,3 78,4"
Xã Thanh Lâm,Mê Linh,Hà Nội,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,HUD Me Linh Central,"Nhà biệt thự, liền kề tại HUD Me Linh Central",461 m²,25 tỷ,4 phòng,4 phòng,Hợp đồng mua bán,Không nội thất,15 m,Tây - Nam,Tây - Nam,Số tầng: 3 tầng,"Giá T10/22: 56,7 tr/m²; Giá T11/22: 56 tr/m²; Giá T12/22: 54,3 tr/m²; Giá T1/23: 54 tr/m²; Giá T2/23: 57,6 tr/m²; Giá T3/23: 53,9 tr/m²; Giá T4/23: 58,6 tr/m²; Giá T5/23: 48,1 tr/m²; Giá T6/23: 44,9 tr/m²; Giá T7/23: 44,4 tr/m²; Giá T8/23: 45,5 tr/m²; Giá T9/23: 45,2 tr/m²; Giá T10/23: 49,5 tr/m²; Giá T11/23: 46,3 tr/m²; Giá T12/23: 48,1 tr/m²; Giá T1/24: 50,1 tr/m²; Giá T2/24: 48,9 tr/m²; Giá T3/24: 50 tr/m²; Giá T4/24: 57,2 tr/m²; Giá T5/24: 55,8 tr/m²; Giá T6/24: 53,2 tr/m²; Giá T7/24: 58,8 tr/m²; Giá T8/24: 61,2 tr/m²; Giá T9/24: 60,8 tr/m²; Giá T10/24: 61,9 tr/m²;  ","42,7 62,8; 47,7 62,4; 42,3 60,5; 48 62,2; 51,9 61,5; 49,8 64; 52 78,8; 37,4 59,6; 32,8 53,9; 36 56,2; 36,2 57,7; 36,5 52,8; 37 57,5; 36,7 57,7; 40 57,1; 38,3 63,4; 37,5 59,6; 40 63,7; 44,2 65,4; 44,5 67,9; 43,2 67,9; 45,1 76,9; 47,8 72,3; 47,8 78,4; 48,3 78,4"
Xã Thanh Lâm,Mê Linh,Hà Nội,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,HUD Me Linh Central,"Nhà biệt thự, liền kề tại HUD Me Linh Central",320 m²,68 triệu/m²,5 phòng,4 phòng,Hợp đồng mua bán,Không nội thất,30 m,Đông - Nam,Đông - Nam,"Đường vào: 13,5 m; Số tầng: 3 tầng","Giá T10/22: 56,7 tr/m²; Giá T11/22: 56 tr/m²; Giá T12/22: 54,3 tr/m²; Giá T1/23: 54 tr/m²; Giá T2/23: 57,6 tr/m²; Giá T3/23: 53,9 tr/m²; Giá T4/23: 58,6 tr/m²; Giá T5/23: 48,1 tr/m²; Giá T6/23: 44,9 tr/m²; Giá T7/23: 44,4 tr/m²; Giá T8/23: 45,5 tr/m²; Giá T9/23: 45,2 tr/m²; Giá T10/23: 49,5 tr/m²; Giá T11/23: 46,3 tr/m²; Giá T12/23: 48,1 tr/m²; Giá T1/24: 50,1 tr/m²; Giá T2/24: 48,9 tr/m²; Giá T3/24: 50 tr/m²; Giá T4/24: 57,2 tr/m²; Giá T5/24: 55,8 tr/m²; Giá T6/24: 53,2 tr/m²; Giá T7/24: 58,8 tr/m²; Giá T8/24: 61,2 tr/m²; Giá T9/24: 60,8 tr/m²; Giá T10/24: 61,9 tr/m²;  ","42,7 62,8; 47,7 62,4; 42,3 60,5; 48 62,2; 51,9 61,5; 49,8 64; 52 78,8; 37,4 59,6; 32,8 53,9; 36 56,2; 36,2 57,7; 36,5 52,8; 37 57,5; 36,7 57,7; 40 57,1; 38,3 63,4; 37,5 59,6; 40 63,7; 44,2 65,4; 44,5 67,9; 43,2 67,9; 45,1 76,9; 47,8 72,3; 47,8 78,4; 48,3 78,4"
Xã Thanh Lâm,Mê Linh,Hà Nội,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,HUD Me Linh Central,"Nhà biệt thự, liền kề tại HUD Me Linh Central","319,5 m²","24,6 tỷ",4 phòng,3 phòng,Hợp đồng mua bán,Không nội thất,22 m,Đông - Nam,Đông - Nam,"Đường vào: 13,5 m; Số tầng: 3 tầng","Giá T10/22: 56,7 tr/m²; Giá T11/22: 56 tr/m²; Giá T12/22: 54,3 tr/m²; Giá T1/23: 54 tr/m²; Giá T2/23: 57,6 tr/m²; Giá T3/23: 53,9 tr/m²; Giá T4/23: 58,6 tr/m²; Giá T5/23: 48,1 tr/m²; Giá T6/23: 44,9 tr/m²; Giá T7/23: 44,4 tr/m²; Giá T8/23: 45,5 tr/m²; Giá T9/23: 45,2 tr/m²; Giá T10/23: 49,5 tr/m²; Giá T11/23: 46,3 tr/m²; Giá T12/23: 48,1 tr/m²; Giá T1/24: 50,1 tr/m²; Giá T2/24: 48,9 tr/m²; Giá T3/24: 50 tr/m²; Giá T4/24: 57,2 tr/m²; Giá T5/24: 55,8 tr/m²; Giá T6/24: 53,2 tr/m²; Giá T7/24: 58,8 tr/m²; Giá T8/24: 61,2 tr/m²; Giá T9/24: 60,8 tr/m²; Giá T10/24: 61,9 tr/m²;  ","42,7 62,8; 47,7 62,4; 42,3 60,5; 48 62,2; 51,9 61,5; 49,8 64; 52 78,8; 37,4 59,6; 32,8 53,9; 36 56,2; 36,2 57,7; 36,5 52,8; 37 57,5; 36,7 57,7; 40 57,1; 38,3 63,4; 37,5 59,6; 40 63,7; 44,2 65,4; 44,5 67,9; 43,2 67,9; 45,1 76,9; 47,8 72,3; 47,8 78,4; 48,3 78,4"
Xã Thanh Lâm,Mê Linh,Hà Nội,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,HUD Me Linh Central,"Nhà biệt thự, liền kề tại HUD Me Linh Central",300 m²,17 tỷ,4 phòng,4 phòng,Sổ đỏ sổ hồng.,Không có thông tin,10 m,Tây - Nam,Không có thông tin,"Đường vào: 13,5 m; Số tầng: 4 tầng","Giá T10/22: 56,7 tr/m²; Giá T11/22: 56 tr/m²; Giá T12/22: 54,3 tr/m²; Giá T1/23: 54 tr/m²; Giá T2/23: 57,6 tr/m²; Giá T3/23: 53,9 tr/m²; Giá T4/23: 58,6 tr/m²; Giá T5/23: 48,1 tr/m²; Giá T6/23: 44,9 tr/m²; Giá T7/23: 44,4 tr/m²; Giá T8/23: 45,5 tr/m²; Giá T9/23: 45,2 tr/m²; Giá T10/23: 49,5 tr/m²; Giá T11/23: 46,3 tr/m²; Giá T12/23: 48,1 tr/m²; Giá T1/24: 50,1 tr/m²; Giá T2/24: 48,9 tr/m²; Giá T3/24: 50 tr/m²; Giá T4/24: 57,2 tr/m²; Giá T5/24: 55,8 tr/m²; Giá T6/24: 53,2 tr/m²; Giá T7/24: 58,8 tr/m²; Giá T8/24: 61,2 tr/m²; Giá T9/24: 60,8 tr/m²; Giá T10/24: 61,9 tr/m²;  ","42,7 62,8; 47,7 62,4; 42,3 60,5; 48 62,2; 51,9 61,5; 49,8 64; 52 78,8; 37,4 59,6; 32,8 53,9; 36 56,2; 36,2 57,7; 36,5 52,8; 37 57,5; 36,7 57,7; 40 57,1; 38,3 63,4; 37,5 59,6; 40 63,7; 44,2 65,4; 44,5 67,9; 43,2 67,9; 45,1 76,9; 47,8 72,3; 47,8 78,4; 48,3 78,4"
Xã Thanh Lâm,Mê Linh,Hà Nội,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,HUD Me Linh Central,"Nhà biệt thự, liền kề tại HUD Me Linh Central","319,5 m²",77 triệu/m²,4 phòng,3 phòng,Hợp đồng mua bán,Không nội thất,22 m,Đông - Nam,Đông - Nam,"Đường vào: 13,5 m; Số tầng: 3 tầng","Giá T10/22: 56,7 tr/m²; Giá T11/22: 56 tr/m²; Giá T12/22: 54,3 tr/m²; Giá T1/23: 54 tr/m²; Giá T2/23: 57,6 tr/m²; Giá T3/23: 53,9 tr/m²; Giá T4/23: 58,6 tr/m²; Giá T5/23: 48,1 tr/m²; Giá T6/23: 44,9 tr/m²; Giá T7/23: 44,4 tr/m²; Giá T8/23: 45,5 tr/m²; Giá T9/23: 45,2 tr/m²; Giá T10/23: 49,5 tr/m²; Giá T11/23: 46,3 tr/m²; Giá T12/23: 48,1 tr/m²; Giá T1/24: 50,1 tr/m²; Giá T2/24: 48,9 tr/m²; Giá T3/24: 50 tr/m²; Giá T4/24: 57,2 tr/m²; Giá T5/24: 55,8 tr/m²; Giá T6/24: 53,2 tr/m²; Giá T7/24: 58,8 tr/m²; Giá T8/24: 61,2 tr/m²; Giá T9/24: 60,8 tr/m²; Giá T10/24: 61,9 tr/m²;  ","42,7 62,8; 47,7 62,4; 42,3 60,5; 48 62,2; 51,9 61,5; 49,8 64; 52 78,8; 37,4 59,6; 32,8 53,9; 36 56,2; 36,2 57,7; 36,5 52,8; 37 57,5; 36,7 57,7; 40 57,1; 38,3 63,4; 37,5 59,6; 40 63,7; 44,2 65,4; 44,5 67,9; 43,2 67,9; 45,1 76,9; 47,8 72,3; 47,8 78,4; 48,3 78,4"
Xã Thanh Lâm,Mê Linh,Hà Nội,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,HUD Me Linh Central,"Nhà biệt thự, liền kề tại HUD Me Linh Central","268,5 m²",Thỏa thuận,Không có thông tin,Không có thông tin,Hợp đồng mua bán,"Bàn giao hoàn thiện mặt ngoài đồng bộ, bàn giao thô bên trong",Không có thông tin,Không có thông tin,Không có thông tin,Số tầng: 4 tầng,"Giá T10/22: 56,7 tr/m²; Giá T11/22: 56 tr/m²; Giá T12/22: 54,3 tr/m²; Giá T1/23: 54 tr/m²; Giá T2/23: 57,6 tr/m²; Giá T3/23: 53,9 tr/m²; Giá T4/23: 58,6 tr/m²; Giá T5/23: 48,1 tr/m²; Giá T6/23: 44,9 tr/m²; Giá T7/23: 44,4 tr/m²; Giá T8/23: 45,5 tr/m²; Giá T9/23: 45,2 tr/m²; Giá T10/23: 49,5 tr/m²; Giá T11/23: 46,3 tr/m²; Giá T12/23: 48,1 tr/m²; Giá T1/24: 50,1 tr/m²; Giá T2/24: 48,9 tr/m²; Giá T3/24: 50 tr/m²; Giá T4/24: 57,2 tr/m²; Giá T5/24: 55,8 tr/m²; Giá T6/24: 53,2 tr/m²; Giá T7/24: 58,8 tr/m²; Giá T8/24: 61,2 tr/m²; Giá T9/24: 60,8 tr/m²; Giá T10/24: 61,9 tr/m²;  ","42,7 62,8; 47,7 62,4; 42,3 60,5; 48 62,2; 51,9 61,5; 49,8 64; 52 78,8; 37,4 59,6; 32,8 53,9; 36 56,2; 36,2 57,7; 36,5 52,8; 37 57,5; 36,7 57,7; 40 57,1; 38,3 63,4; 37,5 59,6; 40 63,7; 44,2 65,4; 44,5 67,9; 43,2 67,9; 45,1 76,9; 47,8 72,3; 47,8 78,4; 48,3 78,4"
Xã Thanh Lâm,Mê Linh,Hà Nội,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,HUD Me Linh Central,"Nhà biệt thự, liền kề tại HUD Me Linh Central",135 m²,"8,9 tỷ",3 phòng,3 phòng,Hợp đồng mua bán,Không nội thất,6 m,Tây - Nam,Tây - Nam,"Đường vào: 13,5 m; Số tầng: 4 tầng","Giá T10/22: 56,7 tr/m²; Giá T11/22: 56 tr/m²; Giá T12/22: 54,3 tr/m²; Giá T1/23: 54 tr/m²; Giá T2/23: 57,6 tr/m²; Giá T3/23: 53,9 tr/m²; Giá T4/23: 58,6 tr/m²; Giá T5/23: 48,1 tr/m²; Giá T6/23: 44,9 tr/m²; Giá T7/23: 44,4 tr/m²; Giá T8/23: 45,5 tr/m²; Giá T9/23: 45,2 tr/m²; Giá T10/23: 49,5 tr/m²; Giá T11/23: 46,3 tr/m²; Giá T12/23: 48,1 tr/m²; Giá T1/24: 50,1 tr/m²; Giá T2/24: 48,9 tr/m²; Giá T3/24: 50 tr/m²; Giá T4/24: 57,2 tr/m²; Giá T5/24: 55,8 tr/m²; Giá T6/24: 53,2 tr/m²; Giá T7/24: 58,8 tr/m²; Giá T8/24: 61,2 tr/m²; Giá T9/24: 60,8 tr/m²; Giá T10/24: 61,9 tr/m²;  ","42,7 62,8; 47,7 62,4; 42,3 60,5; 48 62,2; 51,9 61,5; 49,8 64; 52 78,8; 37,4 59,6; 32,8 53,9; 36 56,2; 36,2 57,7; 36,5 52,8; 37 57,5; 36,7 57,7; 40 57,1; 38,3 63,4; 37,5 59,6; 40 63,7; 44,2 65,4; 44,5 67,9; 43,2 67,9; 45,1 76,9; 47,8 72,3; 47,8 78,4; 48,3 78,4"
Xã Thanh Lâm,Mê Linh,Hà Nội,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,HUD Me Linh Central,"Nhà biệt thự, liền kề tại HUD Me Linh Central","319,5 m²","24,5 tỷ",6 phòng,6 phòng,Hợp đồng mua bán,Không nội thất,22 m,Đông - Nam,Đông - Nam,"Đường vào: 13,5 m; Số tầng: 3 tầng","Giá T10/22: 56,7 tr/m²; Giá T11/22: 56 tr/m²; Giá T12/22: 54,3 tr/m²; Giá T1/23: 54 tr/m²; Giá T2/23: 57,6 tr/m²; Giá T3/23: 53,9 tr/m²; Giá T4/23: 58,6 tr/m²; Giá T5/23: 48,1 tr/m²; Giá T6/23: 44,9 tr/m²; Giá T7/23: 44,4 tr/m²; Giá T8/23: 45,5 tr/m²; Giá T9/23: 45,2 tr/m²; Giá T10/23: 49,5 tr/m²; Giá T11/23: 46,3 tr/m²; Giá T12/23: 48,1 tr/m²; Giá T1/24: 50,1 tr/m²; Giá T2/24: 48,9 tr/m²; Giá T3/24: 50 tr/m²; Giá T4/24: 57,2 tr/m²; Giá T5/24: 55,8 tr/m²; Giá T6/24: 53,2 tr/m²; Giá T7/24: 58,8 tr/m²; Giá T8/24: 61,2 tr/m²; Giá T9/24: 60,8 tr/m²; Giá T10/24: 61,9 tr/m²;  ","42,7 62,8; 47,7 62,4; 42,3 60,5; 48 62,2; 51,9 61,5; 49,8 64; 52 78,8; 37,4 59,6; 32,8 53,9; 36 56,2; 36,2 57,7; 36,5 52,8; 37 57,5; 36,7 57,7; 40 57,1; 38,3 63,4; 37,5 59,6; 40 63,7; 44,2 65,4; 44,5 67,9; 43,2 67,9; 45,1 76,9; 47,8 72,3; 47,8 78,4; 48,3 78,4"
Xã Tiền Phong,Mê Linh,Hà Nội,Công ty CP Hà Phong,Khu đô thị Hà Phong,"Nhà biệt thự, liền kề tại Khu đô thị Hà Phong",297 m²,19 tỷ,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,14 m,Không có thông tin,Không có thông tin,Đường vào: 8 m; Số tầng: 3 tầng,"Giá Q3/22: 45 tr/m²; Giá Q3/22: 45 tr/m²; Giá Q4/22: 44 tr/m²; Giá Q4/22: 44 tr/m²; Giá Q4/22: 44 tr/m²; Giá Q1/23: 44 tr/m²; Giá Q1/23: 44 tr/m²; Giá Q1/23: 44 tr/m²; Giá Q2/23: 44,6 tr/m²; Giá Q2/23: 44,6 tr/m²; Giá Q2/23: 44,6 tr/m²; Giá Q3/23: 44,6 tr/m²; Giá Q3/23: 44,6 tr/m²; Giá Q3/23: 44,6 tr/m²; Giá Q4/23: 46,2 tr/m²; Giá Q4/23: 46,2 tr/m²; Giá Q4/23: 46,2 tr/m²; Giá Q1/24: 45,2 tr/m²; Giá Q1/24: 45,2 tr/m²; Giá Q1/24: 45,2 tr/m²; Giá Q2/24: 53 tr/m²; Giá Q2/24: 53 tr/m²; Giá Q2/24: 53 tr/m²; Giá Q3/24: 51 tr/m²; Giá Q3/24: 51 tr/m²;  ","38,8 102,7; 38,8 102,7; 38,3 59,4; 38,3 59,4; 38,3 59,4; 38,3 59,4; 38,3 59,4; 38,3 59,4; 33,5 53,9; 33,5 53,9; 33,5 53,9; 33,6 57,5; 33,6 57,5; 33,6 57,5; 29,3 117,3; 29,3 117,3; 29,3 117,3; 35 98,8; 35 98,8; 35 98,8; 38 102,3; 38 102,3; 38 102,3; 38,2 105,5; 38,2 105,5"
Xã Thanh Lâm,Mê Linh,Hà Nội,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,HUD Me Linh Central,"Nhà biệt thự, liền kề tại HUD Me Linh Central",135 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Hợp đồng mua bán,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T10/22: 56,7 tr/m²; Giá T11/22: 56 tr/m²; Giá T12/22: 54,3 tr/m²; Giá T1/23: 54 tr/m²; Giá T2/23: 57,6 tr/m²; Giá T3/23: 53,9 tr/m²; Giá T4/23: 58,6 tr/m²; Giá T5/23: 48,1 tr/m²; Giá T6/23: 44,9 tr/m²; Giá T7/23: 44,4 tr/m²; Giá T8/23: 45,5 tr/m²; Giá T9/23: 45,2 tr/m²; Giá T10/23: 49,5 tr/m²; Giá T11/23: 46,3 tr/m²; Giá T12/23: 48,1 tr/m²; Giá T1/24: 50,1 tr/m²; Giá T2/24: 48,9 tr/m²; Giá T3/24: 50 tr/m²; Giá T4/24: 57,2 tr/m²; Giá T5/24: 55,8 tr/m²; Giá T6/24: 53,2 tr/m²; Giá T7/24: 58,8 tr/m²; Giá T8/24: 61,2 tr/m²; Giá T9/24: 60,8 tr/m²; Giá T10/24: 61,9 tr/m²;  ","42,7 62,8; 47,7 62,4; 42,3 60,5; 48 62,2; 51,9 61,5; 49,8 64; 52 78,8; 37,4 59,6; 32,8 53,9; 36 56,2; 36,2 57,7; 36,5 52,8; 37 57,5; 36,7 57,7; 40 57,1; 38,3 63,4; 37,5 59,6; 40 63,7; 44,2 65,4; 44,5 67,9; 43,2 67,9; 45,1 76,9; 47,8 72,3; 47,8 78,4; 48,3 78,4"
Xã Tiền Phong,Mê Linh,Hà Nội,Tổng công ty XD Công trình Giao thông 5 - Cienco5,Khu đô thị Cienco 5 Mê Linh,"Nhà biệt thự, liền kề tại Khu đô thị Cienco 5 Mê Linh",100 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tiền Phong,Mê Linh,Hà Nội,Tổng công ty XD Công trình Giao thông 5 - Cienco5,Khu đô thị Cienco 5 Mê Linh,"Nhà biệt thự, liền kề tại Khu đô thị Cienco 5 Mê Linh",300 m²,46 triệu/m²,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,15 m,Đông,Đông,Đường vào: 15 m,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Đại Thịnh,Mê Linh,Hà Nội,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Chung cư Rosa Garden,"Shophouse, nhà phố thương mại tại Chung cư Rosa Garden","106,13 m²",44 triệu/m²,Không có thông tin,Không có thông tin,Hợp đồng mua bán,Đầy đủ,"7,5 m",Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Đại Thịnh,Mê Linh,Hà Nội,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Chung cư Rosa Garden,"Shophouse, nhà phố thương mại tại Chung cư Rosa Garden",312 m²,"36,5 triệu/m²",Không có thông tin,Không có thông tin,Hợp đồng mua bán,Không nội thất,35 m,Tây - Nam,Không có thông tin,Đường vào: 30 m,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thanh Lâm,Mê Linh,Hà Nội,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,HUD Me Linh Central,"Shophouse, nhà phố thương mại tại HUD Me Linh Central",123 m²,"8,2 tỷ",Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T10/22: 56,7 tr/m²; Giá T11/22: 56 tr/m²; Giá T12/22: 54,3 tr/m²; Giá T1/23: 54 tr/m²; Giá T2/23: 57,6 tr/m²; Giá T3/23: 53,9 tr/m²; Giá T4/23: 58,6 tr/m²; Giá T5/23: 48,1 tr/m²; Giá T6/23: 44,9 tr/m²; Giá T7/23: 44,4 tr/m²; Giá T8/23: 45,5 tr/m²; Giá T9/23: 45,2 tr/m²; Giá T10/23: 49,5 tr/m²; Giá T11/23: 46,3 tr/m²; Giá T12/23: 48,1 tr/m²; Giá T1/24: 50,1 tr/m²; Giá T2/24: 48,9 tr/m²; Giá T3/24: 50 tr/m²; Giá T4/24: 57,2 tr/m²; Giá T5/24: 55,8 tr/m²; Giá T6/24: 53,2 tr/m²; Giá T7/24: 58,8 tr/m²; Giá T8/24: 61,2 tr/m²; Giá T9/24: 60,8 tr/m²; Giá T10/24: 61,9 tr/m²;  ","42,7 62,8; 47,7 62,4; 42,3 60,5; 48 62,2; 51,9 61,5; 49,8 64; 52 78,8; 37,4 59,6; 32,8 53,9; 36 56,2; 36,2 57,7; 36,5 52,8; 37 57,5; 36,7 57,7; 40 57,1; 38,3 63,4; 37,5 59,6; 40 63,7; 44,2 65,4; 44,5 67,9; 43,2 67,9; 45,1 76,9; 47,8 72,3; 47,8 78,4; 48,3 78,4"
Phường Nại Hiên Đông ,Sơn Trà,Đà Nẵng,Tập đoàn Sun Group,Sun Symphony Residence,"Shophouse, nhà phố thương mại tại Sun Symphony Residence",120 m²,16 tỷ,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Số tầng: 3 tầng; Số tòa: 3; Số căn hộ: 1.373,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thanh Lâm,Mê Linh,Hà Nội,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,HUD Me Linh Central,"Shophouse, nhà phố thương mại tại HUD Me Linh Central","319,5 m²",54 triệu/m²,3 phòng,3 phòng,Hợp đồng mua bán,Không nội thất,10 m,Đông - Nam,Không có thông tin,"Đường vào: 13,5 m; Số tầng: 3 tầng","Giá T10/22: 56,7 tr/m²; Giá T11/22: 56 tr/m²; Giá T12/22: 54,3 tr/m²; Giá T1/23: 54 tr/m²; Giá T2/23: 57,6 tr/m²; Giá T3/23: 53,9 tr/m²; Giá T4/23: 58,6 tr/m²; Giá T5/23: 48,1 tr/m²; Giá T6/23: 44,9 tr/m²; Giá T7/23: 44,4 tr/m²; Giá T8/23: 45,5 tr/m²; Giá T9/23: 45,2 tr/m²; Giá T10/23: 49,5 tr/m²; Giá T11/23: 46,3 tr/m²; Giá T12/23: 48,1 tr/m²; Giá T1/24: 50,1 tr/m²; Giá T2/24: 48,9 tr/m²; Giá T3/24: 50 tr/m²; Giá T4/24: 57,2 tr/m²; Giá T5/24: 55,8 tr/m²; Giá T6/24: 53,2 tr/m²; Giá T7/24: 58,8 tr/m²; Giá T8/24: 61,2 tr/m²; Giá T9/24: 60,8 tr/m²; Giá T10/24: 61,9 tr/m²;  ","42,7 62,8; 47,7 62,4; 42,3 60,5; 48 62,2; 51,9 61,5; 49,8 64; 52 78,8; 37,4 59,6; 32,8 53,9; 36 56,2; 36,2 57,7; 36,5 52,8; 37 57,5; 36,7 57,7; 40 57,1; 38,3 63,4; 37,5 59,6; 40 63,7; 44,2 65,4; 44,5 67,9; 43,2 67,9; 45,1 76,9; 47,8 72,3; 47,8 78,4; 48,3 78,4"
Xã Đại Thịnh,Mê Linh,Hà Nội,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Chung cư Rosa Garden,"Shophouse, nhà phố thương mại tại Chung cư Rosa Garden",107 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Hợp đồng mua bán,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
