Xã/Phường,Quận/Huyện,Tỉnh/Thành phố,Chủ đầu tư,Tên dự án,Phân loại,Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Mặt tiền,Hướng nhà,Hướng ban công,Thông tin khác,Lịch sử giá,Khoảng giá
Xã Tân Tiến,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại đường 21A",658 m²,"3,6 tỷ",Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Huyện Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại xã Phụng Châu",40 m²,"2,8 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,"4,1 m",Đông - Nam,Không có thông tin,Đường vào: 2 m; Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thường Tín,Thường Tín,Hà Nội,Đang cập nhật,Him Lam Thường Tín,"Shophouse, nhà phố thương mại tại Him Lam Thường Tín","76,7 m²",10 tỷ,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,5 m,Đông - Nam,Đông - Nam,Đường vào: 33 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Thụy Hương,Chương Mỹ,Hà Nội.,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại xã Thụy Hương",31 m²,"1,99 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,"3,1 m",Không có thông tin,Không có thông tin,Đường vào: 5 m; Số tầng: 3 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tiên Phương,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại xã Tiên Phương",50 m²,"3,4 tỷ",4 phòng,Không có thông tin,Sổ đỏ/ Sổ hồng,Cơ bản,Không có thông tin,Không có thông tin,Không có thông tin,Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine",92 m²,"9,6 tỷ",Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Đường vào: 20 m; Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine","67,5 m²","6,95 tỷ",Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,45 m,Không có thông tin,Không có thông tin,Đường vào: 6 m,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine",76 m²,"8,35 tỷ",6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,5 m,Không có thông tin,Không có thông tin,Đường vào: 6 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Huyện Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại xã Phụng Châu",30 m²,3 tỷ,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không nội thất,Không có thông tin,Không có thông tin,Không có thông tin,Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại thị trấn Chúc Sơn",76 m²,"8,1 tỷ",8 phòng,9 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,5 m,Tây,Tây,Đường vào: 8 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine",76 m²,"7,9 tỷ",6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,5 m,Tây,Tây,Đường vào: 9 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Xuân Mai,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại thị trấn Xuân Mai",80 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại đường 6",30 m²,"2,45 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,4 m,Không có thông tin,Không có thông tin,Đường vào: 4 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại đường La Thành",40 m²,"1,85 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"3,5 m",Không có thông tin,Không có thông tin,Số tầng: 3 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine",75 m²,"7,35 tỷ",7 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,5 m,Tây,Tây,Đường vào: 9 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine","67,5 m²",Thỏa thuận,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,"4,5 m",Không có thông tin,Không có thông tin,Đường vào: 6 m,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Hoàng Văn Thụ,Chương Mỹ,Hà Nội,Công ty Cổ phần DK ENC Việt Nam,Wyndham Sky Lake Resort & Villas,"Nhà biệt thự, liền kề tại Wyndham Sky Lake Resort & Villas",200 m²,"11,5 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,22 m,Đông - Nam,Đông - Nam,Đường vào: 15 m; Số tầng: 3 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine","67,5 m²","6,2 tỷ",8 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,"4,5 m",Đông - Nam,Đông - Nam,Đường vào: 9 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại thị trấn Chúc Sơn",76 m²,"9,3 tỷ",6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,5 m,Tây,Tây,Đường vào: 9 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Xuân Mai,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại đường 6",75 m²,"3,55 tỷ",5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,5 m,Đông - Nam,Đông - Nam,Đường vào: 7 m; Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine",78 m²,"8,4 tỷ",Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Bình Thanh,Cao Phong,Hòa Bình,Không có thông tin,Không có thông tin,"Shophouse, nhà phố thương mại tại xã Bình Thanh",250 m²,"2,9 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,6 m,Đông - Nam,Không có thông tin,Đường vào: 30 m; Số tầng: 2 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Nam Phương Tiến,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại đường Xuân Mai",361 m²,15 triệu/m²,4 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16 m,Bắc,Bắc,Đường vào: 8 m; Số tầng: 2 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine","67,5 m²",Thỏa thuận,8 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,"4,5 m",Đông - Nam,Không có thông tin,Đường vào: 7 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Hoàng Văn Thụ,Chương Mỹ,Hà Nội,Công ty Cổ phần DK ENC Việt Nam,Wyndham Sky Lake Resort & Villas,"Nhà biệt thự, liền kề tại Wyndham Sky Lake Resort & Villas",200 m²,14 tỷ,2 phòng,3 phòng,Hợp đồng mua bán,Đầy đủ,10 m,Tây - Bắc,Đông - Nam,Đường vào: 15 m; Số tầng: 3 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại xã Phụng Châu",35 m²,75 triệu/m²,4 phòng,3 phòng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thường Tín,Thường Tín,Hà Nội,Đang cập nhật,Him Lam Thường Tín,"Shophouse, nhà phố thương mại tại Him Lam Thường Tín","76,7 m²",10 tỷ,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,5 m,Đông - Nam,Đông - Nam,Đường vào: 33 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại đường 6",50 m²,"2,55 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,Tây - Bắc,Tây - Bắc,Đường vào: 4 m; Số tầng: 3 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Thụy Hương,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại xã Thụy Hương",35 m²,"1,73 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,5 m,Đông - Nam,Không có thông tin,Số tầng: 3 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Thanh Bình,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại xã Thanh Bình",588 m²,Thỏa thuận,2 phòng,1 phòng,Đã có sổ đỏ.,Nội thất cơ bản,Không có thông tin,Đông - Nam,Đông - Nam,Số tầng: 1 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine",76 m²,"8,25 tỷ",6 phòng,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,5 m,Tây,Tây,Đường vào: 10 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine","67,5 m²",90 triệu/m²,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng.,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine","76,1 m²","8,2 tỷ",6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,5 m,Tây,Tây,Đường vào: 10 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine","67,5 m²",6 tỷ,4 phòng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Số tầng: 3 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine",76 m²,110 triệu/m²,8 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,5 m,Tây,Tây,Đường vào: 9 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Xuân Mai,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà mặt phố tại đường 21,90 m²,7 tỷ,2 phòng,1 phòng,Đang chờ sổ,Không có thông tin,5 m,Đông,Không có thông tin,Đường vào: 20 m; Số tầng: 1 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà mặt phố tại đường Quốc lộ 6,52 m²,"6,3 tỷ",Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,5 m",Không có thông tin,Không có thông tin,Số tầng: 2 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Thanh Bình,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà mặt phố tại xã Thanh Bình,151 m²,"4,9 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,6 m,Đông - Nam,Không có thông tin,Đường vào: 15 m; Số tầng: 2 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà mặt phố tại đường Quốc lộ 6,140 m²,21 tỷ,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Đầy đủ,9 m,Không có thông tin,Không có thông tin,Đường vào: 24 m,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thường Tín,Thường Tín,Hà Nội,Không có thông tin,Không có thông tin,"Shophouse, nhà phố thương mại tại Him Lam Thường Tín","76,7 m²",10 tỷ,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,5 m,Đông - Nam,Đông - Nam,Đường vào: 33 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà mặt phố tại đường Bắc Sơn,68 m²,"12,8 tỷ",Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Đầy đủ,5 m,Không có thông tin,Không có thông tin,Đường vào: 10 m,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Thanh Bình,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà mặt phố tại xã Thanh Bình,151 m²,"4,9 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,6 m,Đông - Nam,Không có thông tin,Đường vào: 15 m; Số tầng: 2 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Xuân Mai,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà mặt phố tại đường Quốc lộ 6,75 m²,"11,5 tỷ",4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,5 m,Đông - Nam,Đông - Nam,Đường vào: 60 m; Số tầng: 3 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà mặt phố tại đường Quốc lộ 6,88 m²,"12,3 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,Không có thông tin,Không có thông tin,Đường vào: 24 m; Số tầng: 3 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Thủy Triều,Thủy Nguyên,Hải Phòng,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại Vinhomes Royal Island",210 m²,18 tỷ,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,7 m,Tây - Bắc,Tây - Bắc,Đường vào: 15 m; Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Thuỷ Xuân Tiên,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà mặt phố tại xã Thuỷ Xuân Tiên,317 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
